requestQuote Request,,,,,,,
quoteno            ,quoteno            ,string,[24],,,quote number generated,
gentracking_retval ,gentracking_retval ,int,,,,1 = tracking numbers generated,
recalcwb_retval    ,recalcwb_retval    ,int,,,,1 = waybill has been recalculated,
rates     ,rates     ,array,[..],,,array of rates by service,
requestQuote Results[rates],,,,,,,
SOAP,JSON,Type,Length,Format,Mandatory,Description,Notes
service        ,service        ,string,[3],,,3 character service code,
name           ,name           ,string,[33],,,service name description,
charge         ,charge         ,float,,,,basic transport charge,
insurance      ,insurance      ,float,,,,insurance charge,
customsvalue   ,customsvalue   ,float,,,,customs value of freight,
outly          ,outly          ,float,,,,outlying charge,
docs           ,docs           ,float,,,,document charge,
handling       ,handling       ,float,,,,handling charge,
cursurcharge   ,cursurcharge   ,float,,,,currency surcharge,
totsurcharge   ,totsurcharge   ,float,,,,total of surcharges,
subtotal       ,subtotal       ,float,,,,subtotal,
vat            ,vat            ,float,,,,total charge of quote,
total          ,total          ,float,,,,vat,
customsduties  ,customsduties  ,float,,,,customs duties,
customsvat     ,customsvat     ,float,,,,customs vat,
duedate        ,duedate        ,string,,dd.mm.yyyy,,due date of waybill,
duetime        ,duetime        ,string,,hh:mm:ss,,due time of waybill,
