submitCompoundCollection Request,,,,,,,
pieces,pieces,integer,,,,waybill total piece count,
submitCompoundCollection Request waybills[contents],,,,,,,
SOAP,JSON,Type,Length,Format,Mandatory,Description,Notes
pieces,pieces,integer,,,M,number of pieces,
description,description,string,[30],,M,freight description,
dim1,dim1,integer,,,,dimension 1 in centimetres,
dim2,dim2,integer,,,,dimension 2 in centimetres,
dim3,dim3,integer,,,,dimension 3 in centimetres,
actmass,actmass,float,,,M,mass in kilograms,
item,item,integer,,,M,"start from 1, per array entry",
defitem,defitem,integer,,,,default content item unique code,
submitCompoundCollection Request waybills[wayrefs],,,,,,,
SOAP,JSON,Type,Length,Format,Mandatory,Description,Notes
s_reference,reference,string,[15],,M,reference number,
i_pageno,pageno,integer,,,M,set to 1. Increment for multiple instances of a reference number,
submitCompoundCollection Request waybills[tracks],,,,,,,
SOAP,JSON,Type,Length,Format,Mandatory,Description,Notes
s_trackno,trackno,string,[28],,M,unique tracking number,
i_parcelno,parcelno,integer,,,M,"increment, start from 1",
i_item,item,integer,,,,Required if linking tracking numbers to specific pieces in contents array,
submitCompoundCollection Response,,,,,,,
SOAP,JSON,Type,Length,Format,Mandatory,Description,Notes
errorcode,errorcode,Integer,,,,An integer errorcode. If 0 then there was no error else an error occurred,
errormessage,errormessage,String,[500],,,The error message if errorcode is a non-zero value,
results,results,Array,[..],,,An array of results which will always have a single element if non-null,
submitCompoundCollection Response[results],,,,,,,
SOAP,JSON,Type,Length,Format,Mandatory,Description,Notes
gentracking_retval,gentracking_retval,integer,,,,1 = tracking numbers generated,
collectno,collectno,integer,,,,generated collection number,
